RFWD2	RFWD2
PVRL4	PVRL4
UFC1	UFC1
PPOX	PPOX
FCGR2A	FCGR2A
NUF2	NUF2
RGS5	RGS5
SDHC	SDHC
PFDN2	PFDN2
USP21	USP21
PRCC	PRCC
FCRL5	FCRL5
RRNAD1	RRNAD1
MRPL24	MRPL24
PIGM	PIGM
CASQ1	CASQ1
ISG20L2	ISG20L2
CRABP2	CRABP2
HDGF	HDGF
ABL2	ABL2
XPR1	XPR1
RGS16	RGS16
TOR1AIP1	TOR1AIP1
FAM163A	FAM163A
HMCN1	HMCN1
RGL1	RGL1
LYPLAL1	LYPLAL1
PRUNE	PRUNE
RORC	RORC
TUFT1	TUFT1
SF3B4	SF3B4
ECM1	ECM1
ZNF687	ZNF687
TARS2	TARS2
CGN	CGN
SNX27	SNX27
SETDB1	SETDB1
ADAMTSL4	ADAMTSL4
MCL1	MCL1
CTSK	CTSK
RFX5	RFX5
PI4KB	PI4KB
PIP5K1A	PIP5K1A
ANP32E	ANP32E
FAM63A	FAM63A
ANXA9	ANXA9
SELENBP1	SELENBP1
CERS2	CERS2
ENSA	ENSA
AC027612.6	AC027612.6
SEMA6C	SEMA6C
MRPL9	MRPL9
ARNT	ARNT
POGZ	POGZ
C1orf56	C1orf56
OAZ3	OAZ3
HORMAD1	HORMAD1
GOLPH3L	GOLPH3L
GABPB2	GABPB2
IKBKE	IKBKE
SYT14	SYT14
KCNH1	KCNH1
DTL	DTL
DYRK3	DYRK3
EIF2D	EIF2D
INTS7	INTS7
VASH2	VASH2
TAF1A	TAF1A
SMYD2	SMYD2
SUSD4	SUSD4
DUSP10	DUSP10
HHIPL2	HHIPL2
TP53BP2	TP53BP2
ATP8B2	ATP8B2
FLG2	FLG2
ADAM15	ADAM15
JTB	JTB
RAB13	RAB13
S100A8	S100A8
TPM3	TPM3
NUP210L	NUP210L
SNAPIN	SNAPIN
SLC27A3	SLC27A3
S100A7	S100A7
UBAP2L	UBAP2L
SLC39A1	SLC39A1
HAX1	HAX1
CREB3L4	CREB3L4
EFNA3	EFNA3
AQP10	AQP10
KCNN3	KCNN3
C1orf43	C1orf43
GATAD2B	GATAD2B
ILF2	ILF2
RIT1	RIT1
INTS3	INTS3
HCN3	HCN3
FLG	FLG
ACTA1	ACTA1
C1orf131	C1orf131
GALNT2	GALNT2
TTC13	TTC13
SCCPDH	SCCPDH
LYST	LYST
MLK4	MLK4
CEP170	CEP170
ACP1	ACP1
SNAP47	SNAP47
SRP9	SRP9
NVL	NVL
SDE2	SDE2
DEGS1	DEGS1
FBXO28	FBXO28
ARF1	ARF1
LEFTY2	LEFTY2
CNIH4	CNIH4
ITPKB	ITPKB
GUK1	GUK1
CDC42BPA	CDC42BPA
CNIH3	CNIH3
C1orf35	C1orf35
MBOAT2	MBOAT2
PARP1	PARP1
PSEN2	PSEN2
PYCR2	PYCR2
LBR	LBR
WNT9A	WNT9A
EPHX1	EPHX1
SOX13	SOX13
ETNK2	ETNK2
PPFIA4	PPFIA4
PLEKHA6	PLEKHA6
PTPN7	PTPN7
SYT2	SYT2
ARL8A	ARL8A
OSR1	OSR1
GDF7	GDF7
PDIA6	PDIA6
RHOB	RHOB
ATP6V1C2	ATP6V1C2
HNRNPLL	HNRNPLL
GALM	GALM
CAMKMT	CAMKMT
EML4	EML4
CALM2	CALM2
CHAC2	CHAC2
RPS27A	RPS27A
WDPCP	WDPCP
VPS54	VPS54
ASXL2	ASXL2
ETAA1	ETAA1
SNRPG	SNRPG
ABHD1	ABHD1
MEIS1	MEIS1
TRIM43B	TRIM43B
TRIM43	TRIM43
CIAO1	CIAO1
ZNF514	ZNF514
SNRNP200	SNRNP200
MRPS5	MRPS5
ANKRD53	ANKRD53
TPRKB	TPRKB
NAT8	NAT8
EXOC6B	EXOC6B
SFXN5	SFXN5
TEX261	TEX261
DQX1	DQX1
DUSP11	DUSP11
ST6GAL2	ST6GAL2
NPHP1	NPHP1
MALL	MALL
THNSL2	THNSL2
RALB	RALB
TMEM177	TMEM177
NT5DC4	NT5DC4
RABL2A	RABL2A
SLC20A1	SLC20A1
FBLN7	FBLN7
RP11-395L14.17	RP11-395L14.17
ZC3H8	ZC3H8
LIPT1	LIPT1
TRIM43CP	TRIM43CP
CNGA3	CNGA3
FAHD2B	FAHD2B
LYG1	LYG1
AFF3	AFF3
UBXN4	UBXN4
SPOPL	SPOPL
THSD7B	THSD7B
POLR2D	POLR2D
AMMECR1L	AMMECR1L
GALNT13	GALNT13
PKP4	PKP4
SLC4A10	SLC4A10
SCRN3	SCRN3
KIAA1715	KIAA1715
ZNF385B	ZNF385B
TMEFF2	TMEFF2
CDCA7	CDCA7
DLX1	DLX1
UBR3	UBR3
PHOSPHO2	PHOSPHO2
GULP1	GULP1
FAM171B	FAM171B
HSPD1	HSPD1
CCDC150	CCDC150
METTL21A	METTL21A
UNC80	UNC80
PTH2R	PTH2R
CPO	CPO
NBEAL1	NBEAL1
KANSL1L	KANSL1L
SPAG16	SPAG16
ABCA12	ABCA12
SUMF1	SUMF1
NYAP2	NYAP2
RHBDD1	RHBDD1
ACKR3	ACKR3
HES6	HES6
ESPNL	ESPNL
ANKMY1	ANKMY1
COPS7B	COPS7B
DIS3L2	DIS3L2
CPNE9	CPNE9
FANCD2	FANCD2
TAMM41	TAMM41
VGLL4	VGLL4
RAB5A	RAB5A
FAM134A	FAM134A
CTDSP1	CTDSP1
RQCD1	RQCD1
MARCH4	MARCH4
STK11IP	STK11IP
GMPPA	GMPPA
GRIP2	GRIP2
EAF1	EAF1
CNTN4	CNTN4
DYNC1LI1	DYNC1LI1
RBMS3	RBMS3
GADL1	GADL1
OSBPL10	OSBPL10
POMGNT2	POMGNT2
ACKR2	ACKR2
FAM198A	FAM198A
CSRNP1	CSRNP1
SLC25A38	SLC25A38
ITGA9	ITGA9
SLC22A14	SLC22A14
GOLGA4	GOLGA4
CTDSPL	CTDSPL
STAC	STAC
IQSEC1	IQSEC1
CAND2	CAND2
RPL32	RPL32
PTPRG	PTPRG
IL17RD	IL17RD
SHQ1	SHQ1
SLC25A26	SLC25A26
UBA3	UBA3
ARL6IP5	ARL6IP5
TMF1	TMF1
LRIG1	LRIG1
LIMD1	LIMD1
ZNF660	ZNF660
NFKBIZ	NFKBIZ
COL8A1	COL8A1
NXPE3	NXPE3
GPR128	GPR128
MYH15	MYH15
PHLDB2	PHLDB2
ABHD10	ABHD10
TAGLN3	TAGLN3
PLA1A	PLA1A
RABL3	RABL3
ADPRH	ADPRH
IGSF11	IGSF11
ATG3	ATG3
NR1I2	NR1I2
BOC	BOC
SRPRB	SRPRB
TMEM108	TMEM108
AGTR1	AGTR1
MED12L	MED12L
EIF2A	EIF2A
ALDH1L1	ALDH1L1
OSBPL11	OSBPL11
TRPC1	TRPC1
NCEH1	NCEH1
SPATA16	SPATA16
FAM86B2	FAM86B2
LPP	LPP
TMEM44	TMEM44
KIAA0226	KIAA0226
AMT	AMT
TCTA	TCTA
NICN1	NICN1
VPRBP	VPRBP
MANF	MANF
AC062028.1	AC062028.1
CCDC39	CCDC39
STXBP5L	STXBP5L
EAF2	EAF2
ILDR1	ILDR1
MUC4	MUC4
SLIT2	SLIT2
EIF2B5	EIF2B5
ECE2	ECE2
VWA5B2	VWA5B2
DGKQ	DGKQ
FIP1L1	FIP1L1
SLC26A1	SLC26A1
LYAR	LYAR
CENPC	CENPC
EPHA5	EPHA5
CORIN	CORIN
ATP10D	ATP10D
OCIAD2	OCIAD2
SLC10A4	SLC10A4
SLC10A6	SLC10A6
SCD5	SCD5
PLAC8	PLAC8
ENOPH1	ENOPH1
GC	GC
TRMT10A	TRMT10A
KLHL8	KLHL8
SNCA	SNCA
PYURF	PYURF
TBCK	TBCK
CAMK2D	CAMK2D
CISD2	CISD2
DDIT4L	DDIT4L
ANK2	ANK2
TIFA	TIFA
SPATA5	SPATA5
CCNA2	CCNA2
METTL14	METTL14
USP53	USP53
SETD7	SETD7
NAF1	NAF1
MARCH1	MARCH1
SFRP2	SFRP2
RPS3A	RPS3A
RNF175	RNF175
PDGFC	PDGFC
CBR4	CBR4
GLRA3	GLRA3
CYP4V2	CYP4V2
ROPN1L	ROPN1L
NDUFS6	NDUFS6
MARCH6	MARCH6
NKD2	NKD2
SRD5A1	SRD5A1
MYO10	MYO10
FAM105A	FAM105A
RPL37	RPL37
SKP2	SKP2
OSMR	OSMR
PLK2	PLK2
GZMA	GZMA
PIK3R1	PIK3R1
HAPLN1	HAPLN1
LHFPL2	LHFPL2
SSBP2	SSBP2
BHMT	BHMT
ANKRD31	ANKRD31
IQGAP2	IQGAP2
CRHBP	CRHBP
RASA1	RASA1
LIX1	LIX1
GIN1	GIN1
PPIP5K2	PPIP5K2
PAM	PAM
BDP1	BDP1
GTF2H2	GTF2H2
SLC30A5	SLC30A5
BTF3	BTF3
FBXL17	FBXL17
SPATA9	SPATA9
TSLP	TSLP
TNFAIP8	TNFAIP8
FEM1C	FEM1C
COMMD10	COMMD10
ATG12	ATG12
MEGF10	MEGF10
YIPF5	YIPF5
ARHGAP26	ARHGAP26
CXCL14	CXCL14
SLC25A48	SLC25A48
DDX46	DDX46
TIMD4	TIMD4
RNF145	RNF145
C1QTNF2	C1QTNF2
GABRB2	GABRB2
FBXO38	FBXO38
SPINK7	SPINK7
PCYOX1L	PCYOX1L
TNIP1	TNIP1
G3BP1	G3BP1
ZNF300	ZNF300
N4BP3	N4BP3
NHP2	NHP2
RMND5B	RMND5B
BOD1	BOD1
CPLX2	CPLX2
TENM2	TENM2
KCNMB1	KCNMB1
FAM50B	FAM50B
MYLK4	MYLK4
FAM217A	FAM217A
TBC1D7	TBC1D7
FARS2	FARS2
GFOD1	GFOD1
CDKAL1	CDKAL1
PSD2	PSD2
LRRTM2	LRRTM2
ZMAT2	ZMAT2
GFRA3	GFRA3
KLHL3	KLHL3
DCDC2	DCDC2
KAAG1	KAAG1
TRIM7	TRIM7
TRIM41	TRIM41
HIGD2A	HIGD2A
FAM193B	FAM193B
PLA2G7	PLA2G7
TNFRSF21	TNFRSF21
RNF44	RNF44
MUT	MUT
DOK3	DOK3
ABT1	ABT1
PPP1R18	PPP1R18
DAAM2	DAAM2
PRIM2	PRIM2
HMGCLL1	HMGCLL1
LGSN	LGSN
FGD2	FGD2
ANO7	ANO7
CRIP3	CRIP3
TTBK1	TTBK1
TCTE1	TCTE1
RPL7L1	RPL7L1
NFKBIE	NFKBIE
CYP39A1	CYP39A1
TPBG	TPBG
IRAK1BP1	IRAK1BP1
PHIP	PHIP
PRSS35	PRSS35
MMS22L	MMS22L
FAXC	FAXC
PNRC1	PNRC1
PM20D2	PM20D2
RARS2	RARS2
SCML4	SCML4
TBC1D32	TBC1D32
CLVS2	CLVS2
GPR6	GPR6
RNF217	RNF217
RSPO3	RSPO3
ARHGAP18	ARHGAP18
ABRACL	ABRACL
TAAR1	TAAR1
SLC18B1	SLC18B1
MTFR2	MTFR2
SLC2A12	SLC2A12
SHPRH	SHPRH
AIG1	AIG1
DYNLT1	DYNLT1
TIAM2	TIAM2
TMEM181	TMEM181
PNLDC1	PNLDC1
WTAP	WTAP
ZMYM4	ZMYM4
VIP	VIP
C6orf211	C6orf211
SLC22A3	SLC22A3
C6orf123	C6orf123
VWDE	VWDE
GNA12	GNA12
C7orf50	C7orf50
SDK1	SDK1
WASH2P	WASH2P
CCZ1B	CCZ1B
C7orf26	C7orf26
RBAK	RBAK
CREB5	CREB5
EGFR	EGFR
LINC00525	LINC00525
CDCA5	CDCA5
IGFBP3	IGFBP3
PURB	PURB
AC004453.8	AC004453.8
SRCRB4D	SRCRB4D
MDH2	MDH2
POMZP3	POMZP3
GBAS	GBAS
CCT6A	CCT6A
PSPH	PSPH
TRIM50	TRIM50
ZNF92	ZNF92
ATXN7L1	ATXN7L1
TMEM168	TMEM168
C7orf43	C7orf43
SLC12A9	SLC12A9
GIGYF1	GIGYF1
TRIM4	TRIM4
MEPCE	MEPCE
TMEM209	TMEM209
AGBL3	AGBL3
ZC3HAV1L	ZC3HAV1L
TMEM140	TMEM140
TLK2	TLK2
EPHA1	EPHA1
NOM1	NOM1
CNPY1	CNPY1
NCAPG2	NCAPG2
NLGN4X	NLGN4X
SHROOM2	SHROOM2
RAB19	RAB19
C7orf55-LUC7L2	C7orf55-LUC7L2
DENND2A	DENND2A
TMEM27	TMEM27
SH3KBP1	SH3KBP1
TMEM47	TMEM47
LANCL3	LANCL3
SYTL5	SYTL5
CASK	CASK
KDM6A	KDM6A
SPIN2A	SPIN2A
MSN	MSN
CCNB3	CCNB3
HDAC8	HDAC8
SLC16A2	SLC16A2
CXorf36	CXorf36
ZNF182	ZNF182
CHST7	CHST7
KRBOX4	KRBOX4
NDUFB11	NDUFB11
ZNF41	ZNF41
ZMYM3	ZMYM3
TAF1	TAF1
GPR174	GPR174
NONO	NONO
CCDC120	CCDC120
LPAR4	LPAR4
EBP	EBP
OGT	OGT
SNX12	SNX12
ITGB1BP2	ITGB1BP2
IL2RG	IL2RG
ACRC	ACRC
ZNF711	ZNF711
DIAPH2	DIAPH2
NXF3	NXF3
PRPS1	PRPS1
CXorf57	CXorf57
FRMPD3	FRMPD3
DOCK11	DOCK11
IGSF1	IGSF1
ARHGAP36	ARHGAP36
GPC3	GPC3
GPR119	GPR119
RBMX	RBMX
MCPH1	MCPH1
MFHAS1	MFHAS1
FBXO25	FBXO25
FATE1	FATE1
FAM58A	FAM58A
NSDHL	NSDHL
ZNF185	ZNF185
CETN2	CETN2
RPL10	RPL10
CSGALNACT1	CSGALNACT1
ATP6V1B2	ATP6V1B2
CCDC25	CCDC25
HMBOX1	HMBOX1
CHRNA6	CHRNA6
GNRH1	GNRH1
BIN3	BIN3
DOK2	DOK2
SLC25A37	SLC25A37
CHMP7	CHMP7
DOCK5	DOCK5
PROSC	PROSC
ERLIN2	ERLIN2
SNTG1	SNTG1
PXDNL	PXDNL
ST18	ST18
TACC1	TACC1
GOLGA7	GOLGA7
PPAPDC1B	PPAPDC1B
GINS4	GINS4
WHSC1L1	WHSC1L1
DNAJC5B	DNAJC5B
CRH	CRH
TRIM55	TRIM55
ADHFE1	ADHFE1
MRPS28	MRPS28
PMP2	PMP2
LACTB2	LACTB2
TERF1	TERF1
RPL7	RPL7
SLC26A7	SLC26A7
ATP6V0D2	ATP6V0D2
SYBU	SYBU
MTDH	MTDH
LRP12	LRP12
EBAG9	EBAG9
POLR2K	POLR2K
MAL2	MAL2
EIF3H	EIF3H
UTP23	UTP23
NDUFB9	NDUFB9
TATDN1	TATDN1
FAM83A	FAM83A
GSDMC	GSDMC
FAM135B	FAM135B
ZNF7	ZNF7
ARHGAP39	ARHGAP39
SLC39A4	SLC39A4
NAPRT1	NAPRT1
VLDLR	VLDLR
AK3	AK3
UHRF2	UHRF2
NFIB	NFIB
PLIN2	PLIN2
HAUS6	HAUS6
CDKN2B	CDKN2B
CDKN2A	CDKN2A
C9orf72	C9orf72
ZCCHC7	ZCCHC7
FBXO10	FBXO10
SIGMAR1	SIGMAR1
CBWD5	CBWD5
CEP78	CEP78
NTRK2	NTRK2
IDNK	IDNK
SHC3	SHC3
AUH	AUH
HIATL1	HIATL1
C9orf3	C9orf3
LPPR1	LPPR1
ZNF462	ZNF462
INIP	INIP
UGCG	UGCG
ACTL7B	ACTL7B
SNX30	SNX30
STOM	STOM
GSN	GSN
MRRF	MRRF
NR6A1	NR6A1
CRB2	CRB2
ALAD	ALAD
ASTN2	ASTN2
WDR31	WDR31
POLE3	POLE3
SURF4	SURF4
GBGT1	GBGT1
SURF1	SURF1
SURF2	SURF2
SURF6	SURF6
MED22	MED22
REXO4	REXO4
RPL7A	RPL7A
GTF3C5	GTF3C5
ASB6	ASB6
PTGES2	PTGES2
NTMT1	NTMT1
CIZ1	CIZ1
SLC25A25	SLC25A25
SH3GLB2	SH3GLB2
FAM73B	FAM73B
PTGES	PTGES
LCN2	LCN2
LRSAM1	LRSAM1
HMCN2	HMCN2
GPR107	GPR107
C9orf142	C9orf142
IDI2	IDI2
INPP5E	INPP5E
SEC16A	SEC16A
DPH7	DPH7
NOTCH1	NOTCH1
CACNA1B	CACNA1B
NACC2	NACC2
PROSER2	PROSER2
USP6NL	USP6NL
COMMD3	COMMD3
MSRB2	MSRB2
PDSS1	PDSS1
FAM171A1	FAM171A1
FAM188A	FAM188A
RSU1	RSU1
ST8SIA6	ST8SIA6
PARD3	PARD3
ZEB1	ZEB1
FAM13C	FAM13C
NRBF2	NRBF2
A1CF	A1CF
RGR	RGR
POLR3A	POLR3A
HERC4	HERC4
C10orf11	C10orf11
CAMK2G	CAMK2G
ADIRF	ADIRF
GLUD1	GLUD1
ANKRD1	ANKRD1
HTR7	HTR7
RPP30	RPP30
FRA10AC1	FRA10AC1
ADD3	ADD3
HABP2	HABP2
DNAJB12	DNAJB12
EIF4EBP2	EIF4EBP2
NPFFR1	NPFFR1
PLEKHS1	PLEKHS1
TCF7L2	TCF7L2
MKI67	MKI67
CYP17A1	CYP17A1
INA	INA
FUOM	FUOM
LRRC27	LRRC27
MTG1	MTG1
NKX6-2	NKX6-2
PAOX	PAOX
GSTO1	GSTO1
TAF5	TAF5
PPRC1	PPRC1
ITPRIP	ITPRIP
CNNM2	CNNM2
PDCD11	PDCD11
ADAM12	ADAM12
RGS10	RGS10
BTBD10	BTBD10
ADM	ADM
GAS2	GAS2
SLC5A12	SLC5A12
LIN7C	LIN7C
LRRC4C	LRRC4C
IMMP1L	IMMP1L
PGAP2	PGAP2
TUT1	TUT1
SCGB1A1	SCGB1A1
SYT8	SYT8
ZNF214	ZNF214
ZNF215	ZNF215
HSD17B12	HSD17B12
APIP	APIP
PAMR1	PAMR1
DGKZ	DGKZ
EIF3M	EIF3M
TNKS1BP1	TNKS1BP1
SERPING1	SERPING1
SSRP1	SSRP1
SLC43A1	SLC43A1
PTPRJ	PTPRJ
C11orf49	C11orf49
ARFGAP2	ARFGAP2
CELF1	CELF1
C11orf73	C11orf73
CCDC81	CCDC81
SESN3	SESN3
ENDOD1	ENDOD1
CCDC82	CCDC82
KLHL35	KLHL35
TENM4	TENM4
SERPINH1	SERPINH1
CAPN5	CAPN5
INTS4	INTS4
PAK1	PAK1
RPS3	RPS3
ZC3H12C	ZC3H12C
TTC12	TTC12
NCAM1	NCAM1
DRD2	DRD2
C11orf52	C11orf52
NPAT	NPAT
ATM	ATM
AASDHPPT	AASDHPPT
GLB1L2	GLB1L2
SLX4IP	SLX4IP
LAMTOR1	LAMTOR1
P4HA3	P4HA3
GRIK4	GRIK4
ST14	ST14
HYOU1	HYOU1
GGTLC1	GGTLC1
ADAM33	ADAM33
SLC22A8	SLC22A8
CSRP2BP	CSRP2BP
DAK	DAK
MTA2	MTA2
TMEM138	TMEM138
FADS1	FADS1
ROM1	ROM1
EML3	EML3
INCENP	INCENP
ZP1	ZP1
PLCH2	PLCH2
FRG1B	FRG1B
CPSF7	CPSF7
MS4A2	MS4A2
B3GAT3	B3GAT3
EI24	EI24
CCDC15	CCDC15
CHEK1	CHEK1
FEZ1	FEZ1
ESAM	ESAM
KIRREL3	KIRREL3
MPZL2	MPZL2
SCN2B	SCN2B
SIDT2	SIDT2
TMEM25	TMEM25
TAGLN	TAGLN
JPH2	JPH2
DUSP15	DUSP15
COMMD7	COMMD7
C20orf144	C20orf144
KIAA1755	KIAA1755
OCSTAMP	OCSTAMP
DSN1	DSN1
SOGA1	SOGA1
CNBD2	CNBD2
CDH22	CDH22
LSM14B	LSM14B
YTHDF1	YTHDF1
CABLES2	CABLES2
ORAOV1	ORAOV1
GPHA2	GPHA2
SLC22A9	SLC22A9
TRPT1	TRPT1
NUDT22	NUDT22
FERMT3	FERMT3
PLCB3	PLCB3
MRPL49	MRPL49
CDC42EP2	CDC42EP2
FAU	FAU
TM7SF2	TM7SF2
VPS51	VPS51
TBX6	TBX6
PPP4C	PPP4C
ALDOA	ALDOA
FAM57B	FAM57B
DOC2A	DOC2A
HIRIP3	HIRIP3
TAOK2	TAOK2
TMEM219	TMEM219
HMGA2	HMGA2
MMP3	MMP3
CNKSR2	CNKSR2
CNTN5	CNTN5
KLRF1	KLRF1
CLEC1A	CLEC1A
MKX	MKX
MPP7	MPP7
C10ORF68	C10ORF68
ITGB1	ITGB1
FXYD4	FXYD4
PCDH15	PCDH15
CTF1	CTF1
CWC15	CWC15
FCGR1A	FCGR1A
ARID5B	ARID5B
KLHL1	KLHL1
DCUN1D2	DCUN1D2
TMCO3	TMCO3
TMEM218	TMEM218
TIRAP	TIRAP
N6AMT2	N6AMT2
LATS2	LATS2
SAP18	SAP18
LPHN3	LPHN3
KIAA1328	KIAA1328
FAM124A	FAM124A
MIA2	MIA2
CTAGE5	CTAGE5
HNMT	HNMT
LYPD1	LYPD1
LYPD6B	LYPD6B
PDCD4	PDCD4
ADRA2A	ADRA2A
GPM6A	GPM6A
WDR17	WDR17
SPATA4	SPATA4
VEGFC	VEGFC
CCDC102B	CCDC102B
CD226	CD226
CNDP1	CNDP1
FSIP1	FSIP1
DLG2	DLG2
RGS18	RGS18
PRSS23	PRSS23
MTMR12	MTMR12
PPP1R1C	PPP1R1C
C11orf53	C11orf53
CCT5	CCT5
FAM173B	FAM173B
DOCK1	DOCK1
DIXDC1	DIXDC1
DLAT	DLAT
PIH1D2	PIH1D2
C11orf57	C11orf57
TIMM8B	TIMM8B
IL18	IL18
TEX12	TEX12
PTS	PTS
PIP4K2A	PIP4K2A
C2orf50	C2orf50
FREM2	FREM2
FOXO1	FOXO1
CRIM1	CRIM1
SEC24D	SEC24D
ABCB9	ABCB9
RILPL2	RILPL2
DHX37	DHX37
UBC	UBC
ITPR1	ITPR1
SLC7A11	SLC7A11
CCRN4L	CCRN4L
ENKUR	ENKUR
GPR158	GPR158
CACNA2D4	CACNA2D4
DCP1B	DCP1B
CACNA1C	CACNA1C
THRB	THRB
NGLY1	NGLY1
OXSM	OXSM
UEVLD	UEVLD
TMEM86A	TMEM86A
C12orf45	C12orf45
C12orf23	C12orf23
BTBD11	BTBD11
UBE3B	UBE3B
ANK3	ANK3
IPMK	IPMK
RAD9B	RAD9B
PLBD2	PLBD2
DLG5	DLG5
SLC2A13	SLC2A13
GXYLT1	GXYLT1
TWF1	TWF1
DIP2C	DIP2C
EIF4E	EIF4E
MAGI1	MAGI1
TEX30	TEX30
CSNK1G3	CSNK1G3
AGAP11	AGAP11
SRFBP1	SRFBP1
AKAP6	AKAP6
NPAS3	NPAS3
FAM177A1	FAM177A1
MBIP	MBIP
MIPOL1	MIPOL1
EXT2	EXT2
TMEM18	TMEM18
KCTD14	KCTD14
THRSP	THRSP
NDUFC2	NDUFC2
ME3	ME3
ADAMTS12	ADAMTS12
NUBPL	NUBPL
NEK7	NEK7
FER	FER
VIPAS39	VIPAS39
ANKRD50	ANKRD50
UPF2	UPF2
CDC123	CDC123
SCLT1	SCLT1
CCDC3	CCDC3
C4orf33	C4orf33
FRMD4A	FRMD4A
PTPRO	PTPRO
EPS8	EPS8
ACAD8	ACAD8
THYN1	THYN1
VPS26B	VPS26B
NCAPD3	NCAPD3
VTI1A	VTI1A
QDPR	QDPR
FAM160B1	FAM160B1
ANO4	ANO4
TEX9	TEX9
QTRTD1	QTRTD1
MMAA	MMAA
ZNF827	ZNF827
EDNRA	EDNRA
NR3C2	NR3C2
AKR1C2	AKR1C2
DPYSL4	DPYSL4
VENTX	VENTX
ADAM8	ADAM8
ITIH2	ITIH2
KIN	KIN
PIGF	PIGF
ANKAR	ANKAR
INPP1	INPP1
MFSD6	MFSD6
RNF144A	RNF144A
ASAP2	ASAP2
ADAM17	ADAM17
FLI1	FLI1
TMEM45B	TMEM45B
WWC2	WWC2
CENPU	CENPU
ACSL1	ACSL1
SLC25A4	SLC25A4
AMN1	AMN1
BICD1	BICD1
SAV1	SAV1
CCDC122	CCDC122
SERP2	SERP2
NBAS	NBAS
ZNF385D	ZNF385D
TDO2	TDO2
GUF1	GUF1
GABRA2	GABRA2
SACS	SACS
CCDC175	CCDC175
PABPC3	PABPC3
CENPJ	CENPJ
FBXO4	FBXO4
C5orf28	C5orf28
CCL28	CCL28
PARP8	PARP8
GFRA1	GFRA1
CACUL1	CACUL1
DST	DST
BEND6	BEND6
TIAL1	TIAL1
BAG3	BAG3
GLT1D1	GLT1D1
TMEM132D	TMEM132D
RBM46	RBM46
SCHIP1	SCHIP1
LIX1L	LIX1L
NBPF11	NBPF11
KCNE4	KCNE4
AP1S3	AP1S3
RABGAP1L	RABGAP1L
CCDC74B	CCDC74B
TMEM56	TMEM56
MZT2B	MZT2B
ASTN1	ASTN1
FAM168B	FAM168B
PTPN14	PTPN14
AC093838.4	AC093838.4
MGAT5	MGAT5
TMEM163	TMEM163
GPATCH11	GPATCH11
HSPB8	HSPB8
GEMIN6	GEMIN6
TMEM178A	TMEM178A
POU4F1	POU4F1
RNF219	RNF219
CYSLTR2	CYSLTR2
ARL11	ARL11
SETBP1	SETBP1
ARL14EP	ARL14EP
EPG5	EPG5
PSTPIP2	PSTPIP2
ATP5A1	ATP5A1
HAUS1	HAUS1
C18orf25	C18orf25
SPC25	SPC25
G6PC2	G6PC2
PDK1	PDK1
PTH	PTH
SPON1	SPON1
PDE3B	PDE3B
TCF7L1	TCF7L1
TGOLN2	TGOLN2
SH2D6	SH2D6
KCNK13	KCNK13
UHMK1	UHMK1
ATG10	ATG10
POC5	POC5
SPOCK1	SPOCK1
FAM151B	FAM151B
TADA1	TADA1
GUCY1A2	GUCY1A2
CWF19L2	CWF19L2
JMY	JMY
HOMER1	HOMER1
XRCC4	XRCC4
ZNF547	ZNF547
ZNF773	ZNF773
ZNF776	ZNF776
ZNF256	ZNF256
SUV39H2	SUV39H2
DCLRE1C	DCLRE1C
RPP38	RPP38
NMT2	NMT2
ZSCAN1	ZSCAN1
ZNF837	ZNF837
USP12	USP12
ARL5B-AS1	ARL5B-AS1
CCDC50	CCDC50
CAMK4	CAMK4
TRIM36	TRIM36
ZFP36L2	ZFP36L2
PAN3	PAN3
PLEKHH2	PLEKHH2
PFKM	PFKM
TMEM123	TMEM123
GRIA4	GRIA4
IGSF10	IGSF10
SPEF2	SPEF2
SPARCL1	SPARCL1
MBNL1	MBNL1
CAPSL	CAPSL
NADK2	NADK2
GPD1L	GPD1L
GJA1	GJA1
CCNO	CCNO
DDX4	DDX4
CLEC4F	CLEC4F
SLC30A6	SLC30A6
PELO	PELO
RASGRP3	RASGRP3
SAR1B	SAR1B
CATSPER3	CATSPER3
FAM21B	FAM21B
GPR180	GPR180
TCTEX1D1	TCTEX1D1
WDR78	WDR78
ANKRD22	ANKRD22
FARP1	FARP1
IFIT5	IFIT5
SLC16A12	SLC16A12
PANK1	PANK1
PRDM8	PRDM8
BMP3	BMP3
HNRNPDL	HNRNPDL
HHEX	HHEX
UTRN	UTRN
PTPRK	PTPRK
GGPS1	GGPS1
CNTNAP4	CNTNAP4
ZNF117	ZNF117
PART1	PART1
RAB3C	RAB3C
MARVELD2	MARVELD2
RAD17	RAD17
MED21	MED21
PLOD2	PLOD2
STK32B	STK32B
NRSN1	NRSN1
JAKMIP1	JAKMIP1
ZIC1	ZIC1
GPR125	GPR125
CPB1	CPB1
SREK1IP1	SREK1IP1
LGI2	LGI2
CWC27	CWC27
MR1	MR1
SRP19	SRP19
CENPH	CENPH
CDYL	CDYL
CARHSP1	CARHSP1
TEKT5	TEKT5
BANK1	BANK1
TXNDC11	TXNDC11
DAB2	DAB2
ACOXL	ACOXL
BCL2L11	BCL2L11
ANAPC1	ANAPC1
CAST	CAST
SCOC	SCOC
CLGN	CLGN
CETN3	CETN3
SMARCA5	SMARCA5
SYCP2L	SYCP2L
BMP6	BMP6
RGPD3	RGPD3
RASSF3	RASSF3
HNRNPU	HNRNPU
RANBP2	RANBP2
